XP_392204				COMPARE		No DB ID found	XP_018553992	20.6
COMPARE147				COMPARE		No DB ID found	C1L370_CHICK	85.0
COMPARE148				COMPARE		No DB ID found	C1L370_CHICK	85.7
COMPARE149				COMPARE		No DB ID found	C6GKU4_9TELE	90.9
COMPARE028				COMPARE		No DB ID found	Q702P1_PEA	92.4
COMPARE170				COMPARE		No DB ID found	PMLN_PUNGR	88.9
COMPARE022				COMPARE		No DB ID found	VCL_CARIL	41.4
COMPARE153				COMPARE		No DB ID found	POLC3_CHEAL	97.7
COMPARE060				COMPARE		No DB ID found	ALL7_OLEEU	80.0
COMPARE061				COMPARE		No DB ID found	ALL7_OLEEU	90.5
COMPARE063				COMPARE		No DB ID found	NLTP1_HELAN	54.2
COMPARE064				COMPARE		No DB ID found	NLTP1_PEA	50.0
COMPARE065				COMPARE		No DB ID found	I0J1J3_SALSA	57.1
COMPARE066				COMPARE		No DB ID found	XP_026771637	42.9
COMPARE067				COMPARE		No DB ID found	O04008_HEVBR	54.5
COMPARE068				COMPARE		No DB ID found	NLTP6_AMBAR	53.8
COMPARE069				COMPARE		No DB ID found	NLTP6_AMBAR	69.2
COMPARE058				COMPARE		No DB ID found	XP_021820299	85.7
COMPARE107				COMPARE		No DB ID found	CHIT_ZIZMA	47.1
COMPARE108				COMPARE		No DB ID found	I1CLC6_RHIO9	50.0
COMPARE109				COMPARE		No DB ID found	THIO_FUSCU	53.8
COMPARE110				COMPARE		No DB ID found	PCH18_PENRB	43.8
COMPARE111				COMPARE		No DB ID found	ELM_ASPFU	50.0
COMPARE112				COMPARE		No DB ID found	ACPH1_APIME	42.9
COMPARE113				COMPARE		No DB ID found	ENO1_CANAL	72.7
COMPARE114				COMPARE		No DB ID found	Q39899_SOYBN	54.5
COMPARE115				COMPARE		No DB ID found	TNNC1_BLAGE	47.1
COMPARE116				COMPARE		No DB ID found	VA5_BRACH	81.8
COMPARE117				COMPARE		No DB ID found	HUGA_APIME	75.0
COMPARE118				COMPARE		No DB ID found	KARG_PROCL	92.3
COMPARE119				COMPARE		No DB ID found	A0A088SAW4_DERFA	90.0
COMPARE121				COMPARE		No DB ID found	KARG_SCYSE	90.0
COMPARE122				COMPARE		No DB ID found	O96522_BLAGE	50.0
COMPARE123				COMPARE		No DB ID found	GLYG2_SOYBN	60.0
COMPARE124				COMPARE		No DB ID found	EST6_APIME	73.3
COMPARE125				COMPARE		No DB ID found	XP_015174445	78.6
COMPARE126				COMPARE		No DB ID found	VDDP4_VESVU	78.6
COMPARE127				COMPARE		No DB ID found	XP_015174445	60.0
COMPARE129				COMPARE		No DB ID found	E13C_MUSAC	52.9
COMPARE131				COMPARE		No DB ID found	E13B_HEVBR	60.9
COMPARE132				COMPARE		No DB ID found	G9G7S0_HEVBR	84.6
COMPARE133				COMPARE		No DB ID found	E13C_MUSAC	75.0
COMPARE134				COMPARE		No DB ID found	G9G7S0_HEVBR	68.8
COMPARE136				COMPARE		No DB ID found	E13C_MUSAC	73.9
COMPARE070				COMPARE		No DB ID found	XP_026782131	87.5
COMPARE071				COMPARE		No DB ID found	Q5K4L4_TOBAC	44.4
COMPARE171				COMPARE		No DB ID found	A0A4D6G2J8_9POAL	40.0
COMPARE072				COMPARE		No DB ID found	EF1B_PENCI	34.6
COMPARE023				COMPARE		No DB ID found	ALL1_PRUDU	94.7
COMPARE021				COMPARE		No DB ID found	Q9SYV8_MALDO	97.3
COMPARE018				COMPARE		No DB ID found	NP_001306883	49.0
COMPARE176				COMPARE		No DB ID found	CYT1_ACTDE	90.9
COMPARE162				COMPARE		No DB ID found	C7E9W0_STACH	54.5
COMPARE164				COMPARE		No DB ID found	AL15_ASPFU	91.7
COMPARE099				COMPARE		No DB ID found	VIT1_CHICK	94.1
COMPARE057				COMPARE		No DB ID found	Q6PSU5_ARAHY	50.0
COMPARE140				COMPARE		No DB ID found	D9ZHP1_DAUCA	66.7
COMPARE141				COMPARE		No DB ID found	Q5J026_MALDO	75.0
COMPARE142				COMPARE		No DB ID found	NLTP1_APIGR	85.7
COMPARE144				COMPARE		No DB ID found	NLTP1_APIGR	88.2
COMPARE079				COMPARE		No DB ID found	Q2YFE5_DERPT	61.5
COMPARE029				COMPARE		No DB ID found	B7SLJ1_PISVE	66.7
COMPARE101				COMPARE		No DB ID found	OBP_PHOSU	76.9
COMPARE102				COMPARE		No DB ID found	OBP_PHOSU	87.5
COMPARE168				COMPARE		No DB ID found	A0A0S3B0K0_COCNU	90.9
COMPARE169				COMPARE		No DB ID found	A0A0S3B0K0_COCNU	82.4
COMPARE165				COMPARE		No DB ID found	A0A088SCQ4_DERFA	91.7
COMPARE166				COMPARE		No DB ID found	A0A088SCQ4_DERFA	81.8
COMPARE086				COMPARE		No DB ID found	Q1HR69_AEDAE	94.4
COMPARE158				COMPARE		No DB ID found	ALL2_THAPI	90.9
COMPARE159				COMPARE		No DB ID found	A0A1B5BJ97_9NEOP	84.6
COMPARE160				COMPARE		No DB ID found	ALL2_THAPI	93.8
COMPARE044				COMPARE		No DB ID found	BIP_CORAV	40.0
COMPARE030				COMPARE		No DB ID found	NLTP1_WHEAT	47.6
COMPARE055				COMPARE		No DB ID found	A0A0A6YYW2_SESIN	78.9
COMPARE034				COMPARE		No DB ID found	ALL2_AEDAE	41.2
COMPARE046				COMPARE		No DB ID found	ALL7_ASPFU	45.0
COMPARE048				COMPARE		No DB ID found	ALDH_ALTAL	46.7
COMPARE036				COMPARE		No DB ID found	D4HTS6_THUAL	46.7
COMPARE056				COMPARE		No DB ID found	O82580_ARAHY	88.2
COMPARE051				COMPARE		No DB ID found	K2C6A_HUMAN	54.5
COMPARE041				COMPARE		No DB ID found	K2C6A_HUMAN	54.5
COMPARE052				COMPARE		No DB ID found	PENC1_PENCI	50.0
COMPARE053				COMPARE		No DB ID found	Q9Y196_EURMA	46.2
COMPARE043				COMPARE		No DB ID found	Q0J527_ORYSJ	46.2
COMPARE146				COMPARE		No DB ID found	ALBU_FELCA	46.2
COMPARE156				COMPARE		No DB ID found	A0A0K1SBV8_PROJU	82.1
COMPARE174				COMPARE		No DB ID found	A5HIX6_FAGES	71.4
COMPARE175				COMPARE		No DB ID found	GDA1_WHEAT	52.6
				WHO/IUIS	viewallergen.php?aid=986			
Amb a 7.0101				WHO/IUIS	viewallergen.php?aid=38			
Amb t 8.0101				WHO/IUIS	viewallergen.php?aid=1043			
Ani s 11.0201				WHO/IUIS	viewallergen.php?aid=706			
Asp fl 13.0101				WHO/IUIS	viewallergen.php?aid=120			
Asp n 18.0101				WHO/IUIS	viewallergen.php?aid=122			
Aspa o 1.01				WHO/IUIS	viewallergen.php?aid=126			
Aspa o 1.02				WHO/IUIS	viewallergen.php?aid=126			
Bos d 7.0101				WHO/IUIS	viewallergen.php?aid=165			
Bra o 3.0101				WHO/IUIS	viewallergen.php?aid=169			
Cas s 8.0101				WHO/IUIS	viewallergen.php?aid=187			
Cit r 3.0101				WHO/IUIS	viewallergen.php?aid=209			
Cit s 7.0101				WHO/IUIS	viewallergen.php?aid=875			
Cla h 2.0101				WHO/IUIS	viewallergen.php?aid=216			
				WHO/IUIS	viewallergen.php?aid=231			
Cte f 3.0101				WHO/IUIS	viewallergen.php?aid=249			
Cur l 1.0101				WHO/IUIS	viewallergen.php?aid=256			
Cyn d 1.0102				WHO/IUIS	viewallergen.php?aid=259			
Cyn d 1.0103				WHO/IUIS	viewallergen.php?aid=259			
Cyn d 1.0104				WHO/IUIS	viewallergen.php?aid=259			
Cyn d 1.0105				WHO/IUIS	viewallergen.php?aid=259			
Cyn d 1.0106				WHO/IUIS	viewallergen.php?aid=259			
Cyn d 1.0107				WHO/IUIS	viewallergen.php?aid=259			
Cyn d 22.0101				WHO/IUIS	viewallergen.php?aid=262			
Dac g 5.0101				WHO/IUIS	viewallergen.php?aid=270			
Dau c 1.0401				WHO/IUIS	viewallergen.php?aid=271			
Den n 1.0101				WHO/IUIS	viewallergen.php?aid=273			
Der f 1.0107				WHO/IUIS	viewallergen.php?aid=274			
Der f 17.0101				WHO/IUIS	viewallergen.php?aid=281			
Der f 2.0104				WHO/IUIS	viewallergen.php?aid=283			
Der f 2.0110				WHO/IUIS	viewallergen.php?aid=283			
Der f 2.0111				WHO/IUIS	viewallergen.php?aid=283			
Der f 2.0113				WHO/IUIS	viewallergen.php?aid=283			
Der f 2.0114				WHO/IUIS	viewallergen.php?aid=283			
Der f 2.0115				WHO/IUIS	viewallergen.php?aid=283			
Der f 2.0117				WHO/IUIS	viewallergen.php?aid=283			
Der p 2.0109				WHO/IUIS	viewallergen.php?aid=293			
Der p 2.0111				WHO/IUIS	viewallergen.php?aid=293			
Der p 2.0112				WHO/IUIS	viewallergen.php?aid=293			
Der p 2.0113				WHO/IUIS	viewallergen.php?aid=293			
Fel d 5.0101				WHO/IUIS	viewallergen.php?aid=323			
Fel d 6.0101				WHO/IUIS	viewallergen.php?aid=324			
Fes p 4.0101				WHO/IUIS	viewallergen.php?aid=325			
Gal d 10.0101				WHO/IUIS	viewallergen.php?aid=863			
Gly m 2.0101				WHO/IUIS	viewallergen.php?aid=343			
Hal m 1.0101				WHO/IUIS	viewallergen.php?aid=348			
Har a 1.0101				WHO/IUIS	viewallergen.php?aid=349			
Har a 2.0101				WHO/IUIS	viewallergen.php?aid=350			
Hel a 1.0101				WHO/IUIS	viewallergen.php?aid=351			
Hor v 16.0101				WHO/IUIS	viewallergen.php?aid=381			
Hor v 17.0101				WHO/IUIS	viewallergen.php?aid=382			
Jun s 1.0101				WHO/IUIS	viewallergen.php?aid=396			
Len c 1.0103				WHO/IUIS	viewallergen.php?aid=400			
Len c 2.0101				WHO/IUIS	viewallergen.php?aid=401			
Mus a 6.0101				WHO/IUIS	viewallergen.php?aid=844			
Ole e 7.0102				WHO/IUIS	viewallergen.php?aid=461			
Ory c 1.0101				WHO/IUIS	viewallergen.php?aid=464			
Par o 1.0101				WHO/IUIS	viewallergen.php?aid=472			
Pen b 13.0101				WHO/IUIS	viewallergen.php?aid=475			
Pen i 1.0101				WHO/IUIS	viewallergen.php?aid=489			
Phl p 5.0204				WHO/IUIS	viewallergen.php?aid=509			
Phl p 5.0205				WHO/IUIS	viewallergen.php?aid=509			
Pla a 3.0101				WHO/IUIS	viewallergen.php?aid=522			
Pla a 3.0201				WHO/IUIS	viewallergen.php?aid=522			
Pol e 1.0101				WHO/IUIS	viewallergen.php?aid=536			
Pol e 4.0101				WHO/IUIS	viewallergen.php?aid=537			
Poly s 5.0101				WHO/IUIS	viewallergen.php?aid=544			
Psi c 1.0101				WHO/IUIS	viewallergen.php?aid=560			
Psi c 2.0101				WHO/IUIS	viewallergen.php?aid=561			
Que a 1.0101				WHO/IUIS	viewallergen.php?aid=566			
Sal s 9.01				WHO/IUIS	viewallergen.php?aid=995			
Sol g 2.0101				WHO/IUIS	viewallergen.php?aid=596			
Sol g 3.0101				WHO/IUIS	viewallergen.php?aid=597			
Sol s 3.0101				WHO/IUIS	viewallergen.php?aid=606			
Tod p 1.0101				WHO/IUIS	viewallergen.php?aid=616			
Tri a 14.0101				WHO/IUIS	viewallergen.php?aid=618			
Tri t 1.0101				WHO/IUIS	viewallergen.php?aid=629			
Vesp m 1.0101				WHO/IUIS	viewallergen.php?aid=651			
Can s 2.0101	XM030636604	XP030492464		WHO/IUIS	viewallergen.php?aid=1048	No GenBank sequence data found		
Pan h 2.0101	XM_026921449	XP_026777250		WHO/IUIS	viewallergen.php?aid=978			
Que ac 1.0101		MN201198		WHO/IUIS	viewallergen.php?aid=1047	No GenBank sequence data found		
Cor a 15.0101	MK737923			WHO/IUIS	viewallergen.php?aid=968	No external DB ID found		
Cup s 7.0101	LC511610			WHO/IUIS	viewallergen.php?aid=997	No external DB ID found		
Bla g 1.0102	L47595			WHO/IUIS	viewallergen.php?aid=137	Original GenBank nucleotide ID(No Uniprot Found)		
Cor a 15.0101	MK737923			WHO/IUIS	viewallergen.php?aid=968	No external DB ID found		
Cup s 7.0101	LC511610			WHO/IUIS	viewallergen.php?aid=997	No external DB ID found		
Hom a 3.0101	EH115965			WHO/IUIS	viewallergen.php?aid=371	Original GenBank nucleotide ID(No Uniprot Found)		
Jug r 6.0101	XM_018959147			WHO/IUIS	viewallergen.php?aid=895	Original GenBank nucleotide ID(No Uniprot Found)		
Lup a 5.0101	FG090100			WHO/IUIS	viewallergen.php?aid=891	Original GenBank nucleotide ID(No Uniprot Found)		
Ole e 1.0102	X76395			WHO/IUIS	viewallergen.php?aid=454	Original GenBank nucleotide ID(No Uniprot Found)		
Ole e 1.0103	X76396			WHO/IUIS	viewallergen.php?aid=454	Original GenBank nucleotide ID(No Uniprot Found)		
Ole e 1.0104	X76397			WHO/IUIS	viewallergen.php?aid=454	Original GenBank nucleotide ID(No Uniprot Found)		
	AK068307			COMPARE		Original GenBank nucleotide ID(No Uniprot Found)		
	AK119653			COMPARE		Original GenBank nucleotide ID(No Uniprot Found)		
	AK242260			COMPARE		Original GenBank nucleotide ID(No Uniprot Found)		
Pen c 13.0101		Q9URH1	Q9URH1	WHO/IUIS	viewallergen.php?aid=477	No UniProt sequence data found		
Cry j 1.0103	AB081309	BAB86286	Q8RUR1	WHO/IUIS	viewallergen.php?aid=245	No UniProt sequence data found		
Per a 7			Q9UB83	Uniprot		No UniProt sequence data found		
Mac i 2.01			C0HLR7	WHO/IUIS	viewallergen.php?aid=1020	No UniProt sequence data found		
Jun a 7.0101			C0HLQ0	WHO/IUIS	viewallergen.php?aid=1008	No UniProt sequence data found		
Cup s 7.0102			C0HLQ2	WHO/IUIS	viewallergen.php?aid=997	No UniProt sequence data found		
Exo m 1.0101			Submitted	WHO/IUIS	viewallergen.php?aid=945	No UniProt sequence data found		
Cry j 7.0101			C0HLQ1	WHO/IUIS	viewallergen.php?aid=1009	No UniProt sequence data found		
Que ac 1.0101		MN201198		WHO/IUIS	viewallergen.php?aid=1047	No GenBank sequence data found		
Asc l 5.0101	MN275230	MN275230		WHO/IUIS	viewallergen.php?aid=987	No GenBank sequence data found		
Can s 2.0101	XM030636604	XP030492464		WHO/IUIS	viewallergen.php?aid=1048	No GenBank sequence data found		
